FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRQH,,,COIN,,-640,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C250.20260220,,COIN  260220C00250000,COIN US 02/20/26 C250 EQUITY,OP
HRQL,,,COIN,,-58,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C250.20260220,,COIN  260220C00250000,COIN US 02/20/26 C250 EQUITY,OP
HRQP,,,COIN,,-18,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C250.20260220,,COIN  260220C00250000,COIN US 02/20/26 C250 EQUITY,OP
HRV2,,,COIN,,-50,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C170.20260306,,COIN  260306C00170000,COIN US 03/06/26 C170 EQUITY,OP
HRQH,,,COIN,,-484,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C170.20260306,,COIN  260306C00170000,COIN US 03/06/26 C170 EQUITY,OP
HRV2,,,COIN,,-113,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C175.20260320,,COIN  260320C00175000,COIN US 03/20/26 C175 EQUITY,OP
HRQH,,,COIN,,-874,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C175.20260320,,COIN  260320C00175000,COIN US 03/20/26 C175 EQUITY,OP
HRQP,,,COIN,,-29,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C175.20260320,,COIN  260320C00175000,COIN US 03/20/26 C175 EQUITY,OP
HRQL,,,COIN,,-83,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COIN..C180.20260320,,COIN  260320C00180000,COIN US 03/20/26 C180 EQUITY,OP
HRQL,,,CORZ,,-313,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CORZ..C19.20260220,,CORZ  260220C00019000,CORZ US 02/20/26 C19 EQUITY,OP
HRQL,,,CORZ,,-362,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CORZ..C18.20260320,,CORZ  260320C00018000,CORZ US 03/20/26 C18 EQUITY,OP
HRV6,,,COST,,-135,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COST..C1015.20260306,,COST  260306C01015000,COST US 03/06/26 C1015 EQUITY,OP
HRV6,,,COST,,-133,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COST..C1000.20260320,,COST  260320C01000000,COST US 03/20/26 C1000 EQUITY,OP
HRQP,,,COST,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.COST..C1005.20260320,,COST  260320C01005000,COST US 03/20/26 C1005 EQUITY,OP
HRQM,,,CP,,-43,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CP..C120.20260320,,CP    260320C00120000,CP CN 03/20/26 C120. Equity,OP
HRQP,,,CRCL,,-24,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C76.20260220,,CRCL  260220C00076000,CRCL US 02/20/26 C76 EQUITY,OP
HRQP,,,CRCL,,-32,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C80.20260220,,CRCL  260220C00080000,CRCL US 02/20/26 C80 EQUITY,OP
HRQ5,,,CRCL,,-1398,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C85.20260220,,CRCL  260220C00085000,CRCL US 02/20/26 C85 EQUITY,OP
HRQ5,,,CRCL,,-754,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C60.20260306,,CRCL  260306C00060000,CRCL US 03/06/26 C60 EQUITY,OP
HRQP,,,CRCL,,-62,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C65.20260320,,CRCL  260320C00065000,CRCL US 03/20/26 C65 EQUITY,OP
HRQ5,,,CRCL,,-1633,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRCL..C65.20260320,,CRCL  260320C00065000,CRCL US 03/20/26 C65 EQUITY,OP
HR21,,,CRM,,-334,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRM..C235.20260220,,CRM   260220C00235000,CRM US 02/20/26 C235 EQUITY,OP
HRA8,,,CRWD,,-81,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C450.20260220,,CRWD  260220C00450000,CRWD US 02/20/26 C450 EQUITY,OP
HRQP,,,CRWD,,-12,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C485.20260220,,CRWD  260220C00485000,CRWD US 02/20/26 C485 EQUITY,OP
HRA8,,,CRWD,,-147,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C485.20260220,,CRWD  260220C00485000,CRWD US 02/20/26 C485 EQUITY,OP
HRA8,,,CRWD,,-256,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C430.20260320,,CRWD  260320C00430000,CRWD US 03/20/26 C430 EQUITY,OP
HRQP,,,CRWD,,-12,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CRWD..C440.20260320,,CRWD  260320C00440000,CRWD US 03/20/26 C440 EQUITY,OP
HRQA,,,CU,,-272,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CU..C47.20260320,,CU    260320C00047000,CU CN 03/20/26 C47. Equity,OP
HRQA,,,CVE,,-510,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CVE..C32-5.20260320,,CVE   260320C00032500,CVE CN 03/20/26 C32.5 Equity,OP
HRVG,,,CZR,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CZR..C24-5.20260220,,CZR   260220C00024500,CZR US 02/20/26 C24.5 EQUITY,OP
HRVG,,,DAL,,-105,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DAL..C70.20260220,,DAL   260220C00070000,DAL US 02/20/26 C70 EQUITY,OP
HRVP,,,DAL,,-108,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DAL..C70.20260220,,DAL   260220C00070000,DAL US 02/20/26 C70 EQUITY,OP
HRVP,,,DE,,-8,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DE..C520.20260220,,DE    260220C00520000,DE US 02/20/26 C520 EQUITY,OP
HRTH,,,DHR,,-426,USD,N,US,,,,,,,,,,,,,,,EO.US.US.DHR..C237-5.20260220,,DHR   260220C00237500,DHR US 02/20/26 C237.5 EQUITY,OP
HRQM,,,DOL,,-28,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DOL..C200.20260220,,DOL   260220C00200000,DOL CN 02/20/26 C200. Equity,OP
HRQM,,,DOL,,-28,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DOL..C195.20260320,,DOL   260320C00195000,DOL CN 03/20/26 C195. Equity,OP
HRQM,,,DSG,,-11,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DSG..C128.20260220,,DSG   260220C00128000,DSG CN 02/20/26 C128. Equity,OP
HRQM,,,DSG,,-11,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.DSG..C96.20260320,,DSG   260320C00096000,DSG CN 03/20/26 C96. Equity,OP
HRAS,,,EDV,,-1756,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EDV..C68.20260320,,EDV   260320C00068000,EDV US 03/20/26 C68 EQUITY,OP
HRTH,,,ELV,,-369,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ELV..C380.20260220,,ELV   260220C00380000,ELV US 02/20/26 C380 EQUITY,OP
HRQA,,,EMA,,-169,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.EMA..C70.20260320,,EMA   260320C00070000,EMA CN 03/20/26 C70. Equity,OP
HRQM,,,EMA,,-41,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.EMA..C70.20260320,,EMA   260320C00070000,EMA CN 03/20/26 C70. Equity,OP
HRQS,,,ENB,,-23,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C71.20260320,,ENB   260320C00071000,ENB CN 03/20/26 C71. Equity,OP
HRQ1,,,ENB,,-827,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C72.20260320,,ENB   260320C00072000,ENB CN 03/20/26 C72. Equity,OP
HRQA,,,ENB,,-178,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. Equity,OP
HRQM,,,ENB,,-92,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. Equity,OP
HRQ1,,,ENB,,-742,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. Equity,OP
HRQS,,,ENB,,-169,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.ENB..C75.20260320,,ENB   260320C00075000,ENB CN 03/20/26 C75. Equity,OP
HRTM,,,ES,,-219,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ES..C75.20260220,,ES    260220C00075000,ES US 02/20/26 C75 EQUITY,OP
HRVG,,,EXPE,,-9,USD,N,US,,,,,,,,,,,,,,,EO.US.US.EXPE..C277-5.20260220,,EXPE  260220C00277500,EXPE US 02/20/26 C277.5 EQUITY,OP
HRTP,,,FCNCA,,-9,USD,N,US,,,,,,,,,,,,,,,EO.US.US.FCNCA..C2200.20260220,,FCNCA 260220C02200000,FCNCA US 02/20/26 C2200 EQUITY,OP
HRQM,,,FNV,,-16,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FNV..C360.20260320,,FNV   260320C00360000,FNV CN 03/20/26 C360. Equity,OP
HRQA,,,FTS,,-160,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FTS..C78.20260320,,FTS   260320C00078000,FTS CN 03/20/26 C78. Equity,OP
HRQM,,,FTS,,-72,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.FTS..C78.20260320,,FTS   260320C00078000,FTS CN 03/20/26 C78. Equity,OP
HRTM,ES0A06747059,,GAS,,-60800,EUR,N,ES,,,,,,,,,,,,,,,EO.ES.MA.GAS..C26.20260220,,GAS   260220C00026000,GAS SM 02/20/26 C26 Equity,OP
HRVP,,,GD,,-19,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GD..C370.20260220,,GD    260220C00370000,GD US 02/20/26 C370 EQUITY,OP
HRCL,,,GE,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C327-5.20260220,,GE    260220C00327500,GE US 02/20/26 C327.5 EQUITY,OP
HRCL,,,GE,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C342-5.20260220,,GE    260220C00342500,GE US 02/20/26 C342.5 EQUITY,OP
HRCL - TD,,,GE,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..P285.20260220,,GE    260220P00285000,GE US 02/20/26 P285 EQUITY,OP
HRCL - TD,,,GE,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..P300.20260220,,GE    260220P00300000,GE US 02/20/26 P300 EQUITY,OP
HRCL,,,GE,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..C340.20260306,,GE    260306C00340000,GE US 03/06/26 C340 EQUITY,OP
HRCL - TD,,,GE,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GE..P290.20260306,,GE    260306P00290000,GE US 03/06/26 P290 EQUITY,OP
HRQM,,,GIB,,-26,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GIB..C130.20260220.A,,GIB   260220C00130000,GIB CN 02/20/26 C130 Equity,OP
HRQM,,,GIB,,-26,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GIB..C105.20260320.A,,GIB   260320C00105000,,OP
HRQL,,,GLXY,,-448,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GLXY..C48.20260220,,GLXY  260220C00048000,GLXY CN 02/20/26 C48. Equity,OP
HRQL,,,GLXY,,-437,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GLXY..C31-5.20260320,,GLXY  260320C00031500,GLXY CN 03/20/26 C31.5 Equity,OP
HR21,,,GOOGL,,-197,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C330.20260220,,GOOGL 260220C00330000,GOOGL US 02/20/26 C330 EQUITY,OP
HRT9,,,GOOGL,,-151,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C330.20260220,,GOOGL 260220C00330000,GOOGL US 02/20/26 C330 EQUITY,OP
HRV7,,,GOOGL,,-600,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260220,,GOOGL 260220C00335000,GOOGL US 02/20/26 C335 EQUITY,OP
HRQP,,,GOOGL,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260220,,GOOGL 260220C00335000,GOOGL US 02/20/26 C335 EQUITY,OP
HRQP,,,GOOGL,,-18,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C342-5.20260220,,GOOGL 260220C00342500,GOOGL US 02/20/26 C342.5 EQUITY,OP
HRCL,,,GOOGL,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C350.20260220,,GOOGL 260220C00350000,GOOGL US 02/20/26 C350 EQUITY,OP
HRCL,,,GOOGL,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C365.20260220,,GOOGL 260220C00365000,GOOGL US 02/20/26 C365 EQUITY,OP
HRCL - TD,,,GOOGL,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..P290.20260220,,GOOGL 260220P00290000,GOOGL US 02/20/26 P290 EQUITY,OP
HRCL - TD,,,GOOGL,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..P305.20260220,,GOOGL 260220P00305000,GOOGL US 02/20/26 P305 EQUITY,OP
HRV7,,,GOOGL,,-390,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C335.20260306,,GOOGL 260306C00335000,GOOGL US 03/06/26 C335 EQUITY,OP
HRCL,,,GOOGL,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C345.20260306,,GOOGL 260306C00345000,GOOGL US 03/06/26 C345 EQUITY,OP
HRCL - TD,,,GOOGL,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..P285.20260306,,GOOGL 260306P00285000,GOOGL US 03/06/26 P285 EQUITY,OP
HRQP,,,GOOGL,,-44,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C315.20260320,,GOOGL 260320C00315000,GOOGL US 03/20/26 C315 EQUITY,OP
HRV7,,,GOOGL,,-593,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GOOGL..C320.20260320,,GOOGL 260320C00320000,GOOGL US 03/20/26 C320 EQUITY,OP
HRCL,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C1010.20260220,,GS    260220C01010000,GS US 02/20/26 C1010 EQUITY,OP
HRTP,,,GS,,-14,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C960.20260220,,GS    260220C00960000,GS US 02/20/26 C960 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P885.20260220,,GS    260220P00885000,GS US 02/20/26 P885 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P915.20260220,,GS    260220P00915000,GS US 02/20/26 P915 EQUITY,OP
HRCL,,,GS,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C990.20260306,,GS    260306C00990000,GS US 03/06/26 C990 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P835.20260306,,GS    260306P00835000,GS US 03/06/26 P835 EQUITY,OP
HRQA,,,GWO,,-162,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GWO..C69.20260220,,GWO   260220C00069000,GWO CN 02/20/26 C69. Equity,OP
HRQA,,,GWO,,-170,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GWO..C65.20260320,,GWO   260320C00065000,GWO CN 03/20/26 C65. Equity,OP
HRQM,,,H,,-44,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.H..C58.20260320,,H     260320C00058000,H CN 03/20/26 C58. Equity,OP
HRTP,,,HBAN,,-1112,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HBAN..C19.20260220,,HBAN  260220C00019000,HBAN US 02/20/26 C19 EQUITY,OP
HRQP,,,HOOD,,-15,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C106.20260220,,HOOD  260220C00106000,HOOD US 02/20/26 C106 EQUITY,OP
HRQP,,,HOOD,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C110.20260220,,HOOD  260220C00110000,HOOD US 02/20/26 C110 EQUITY,OP
HRQL,,,HOOD,,-124,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,-533,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,-632,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C87.20260306,,HOOD  260306C00087000,HOOD US 03/06/26 C87 EQUITY,OP
HRQL,,,HOOD,,-174,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C80.20260320,,HOOD  260320C00080000,HOOD US 03/20/26 C80 EQUITY,OP
HRQP,,,HOOD,,-39,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C80.20260320,,HOOD  260320C00080000,HOOD US 03/20/26 C80 EQUITY,OP
HRQ4,,,HOOD,,-835,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C80.20260320,,HOOD  260320C00080000,HOOD US 03/20/26 C80 EQUITY,OP
HRQL,,,HUT,,-123,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HUT..C60.20260220,,HUT   260220C00060000,HUT US 02/20/26 C60 EQUITY,OP
HRQL,,,HUT,,-118,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HUT..C55.20260320,,HUT   260320C00055000,HUT US 03/20/26 C55 EQUITY,OP
HRQJ,,,IBIT,,-1528,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C55.20260220,,IBIT  260220C00055000,IBIT US 02/20/26 C55 EQUITY,OP
HRQL,,,IBIT,,-216,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C57.20260220,,IBIT  260220C00057000,IBIT US 02/20/26 C57 EQUITY,OP
HRQJ,,,IBIT,,-1279,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C42.20260306,,IBIT  260306C00042000,IBIT US 03/06/26 C42 EQUITY,OP
HRQJ,,,IBIT,,-1660,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C40.20260320,,IBIT  260320C00040000,IBIT US 03/20/26 C40 EQUITY,OP
HRQL,,,IBIT,,-268,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C40.20260320,,IBIT  260320C00040000,IBIT US 03/20/26 C40 EQUITY,OP
HRVL,,,IEF,,-2886,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C96.20260227,,IEF   260227C00096000,IEF US 02/27/26 C96 EQUITY,OP
HRVL,,,IEF,,-4300,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C97-5.20260313,,IEF   260313C00097500,IEF US 03/13/26 C97.5 EQUITY,OP
HRVL,,,IEF,,-2400,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C98.20260320,,IEF   260320C00098000,IEF US 03/20/26 C98 EQUITY,OP
HRQM,,,IFC,,-18,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IFC..C280.20260220,,IFC   260220C00280000,IFC CN 02/20/26 C280. Equity,OP
HRQM,,,IFC,,-18,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IFC..C270.20260320,,IFC   260320C00270000,IFC CN 03/20/26 C270. Equity,OP
HRQA,,,IGM,,-176,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IGM..C68.20260220,,IGM   260220C00068000,IGM CN 02/20/26 C68. Equity,OP
HRQA,,,IGM,,-185,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IGM..C66.20260320,,IGM   260320C00066000,IGM CN 03/20/26 C66. Equity,OP
HR21,,,INTU,,-43,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INTU..C550.20260220,,INTU  260220C00550000,INTU US 02/20/26 C550 EQUITY,OP
HRTG,,,INVH,,-83,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INVH..C27-5.20260220,,INVH  260220C00027500,INVH US 02/20/26 C27.5 EQUITY,OP
HRVP,,,IR,,-32,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IR..C100.20260220,,IR    260220C00100000,IR US 02/20/26 C100 EQUITY,OP
HRQL,,,IREN,,-318,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IREN..C60.20260220,,IREN  260220C00060000,IREN US 02/20/26 C60 EQUITY,OP
HRQL,,,IREN,,-309,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IREN..C45.20260320,,IREN  260320C00045000,IREN US 03/20/26 C45 EQUITY,OP
HRTH,,,ISRG,,-220,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ISRG..C535.20260220,,ISRG  260220C00535000,ISRG US 02/20/26 C535 EQUITY,OP
HRA9,,,JNJ,,-14,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C230.20260306,,JNJ   260306C00230000,JNJ US 03/06/26 C230 EQUITY,OP
HRA9,,,JNJ,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C250.20260320,,JNJ   260320C00250000,JNJ US 03/20/26 C250 EQUITY,OP
HRTP,,,JPM,,-38,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260220,,JPM   260220C00310000,JPM US 02/20/26 C310 EQUITY,OP
HRCF,,,JPM,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C315.20260220,,JPM   260220C00315000,JPM US 02/20/26 C315 EQUITY,OP
HRCL,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C320.20260220,,JPM   260220C00320000,JPM US 02/20/26 C320 EQUITY,OP
HRCL,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C325.20260220,,JPM   260220C00325000,JPM US 02/20/26 C325 EQUITY,OP
HRCL - TD,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P290.20260220,,JPM   260220P00290000,JPM US 02/20/26 P290 EQUITY,OP
HRCL - TD,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P295.20260220,,JPM   260220P00295000,JPM US 02/20/26 P295 EQUITY,OP
HRCF,,,JPM,,-6,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260306,,JPM   260306C00310000,JPM US 03/06/26 C310 EQUITY,OP
HRCL,,,JPM,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C335.20260306,,JPM   260306C00335000,JPM US 03/06/26 C335 EQUITY,OP
HRCL - TD,,,JPM,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P275.20260306,,JPM   260306P00275000,JPM US 03/06/26 P275 EQUITY,OP
HRCF,,,JPM,,-6,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260320,,JPM   260320C00310000,JPM US 03/20/26 C310 EQUITY,OP
HRCF,,,JPM,,-10,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C315.20260320,,JPM   260320C00315000,JPM US 03/20/26 C315 EQUITY,OP
HRQA,,,KEY,,-269,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.KEY..C52.20260320,,KEY   260320C00052000,KEY CN 03/20/26 C52. Equity,OP
HRQM,,,L,,-55,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.L..C70.20260320,,L     260320C00070000,L CN 03/20/26 C70. Equity,OP
HRQP,,,LLY,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1035.20260220,,LLY   260220C01035000,LLY US 02/20/26 C1035 EQUITY,OP
HRTH,,,LLY,,-88,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1040.20260220,,LLY   260220C01040000,LLY US 02/20/26 C1040 EQUITY,OP
HRQE,,,LLY,,-41,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRVR,,,LLY,,-270,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRQP,,,LLY,,-8,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRCL,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1130.20260220,,LLY   260220C01130000,LLY US 02/20/26 C1130 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P960.20260220,,LLY   260220P00960000,LLY US 02/20/26 P960 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P970.20260220,,LLY   260220P00970000,LLY US 02/20/26 P970 EQUITY,OP
HRQE,,,LLY,,-33,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRVR,,,LLY,,-264,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRCL,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1115.20260306,,LLY   260306C01115000,LLY US 03/06/26 C1115 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P965.20260306,,LLY   260306P00965000,LLY US 03/06/26 P965 EQUITY,OP
HRQE,,,LLY,,-43,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1030.20260320,,LLY   260320C01030000,LLY US 03/20/26 C1030 EQUITY,OP
HRVR,,,LLY,,-279,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1030.20260320,,LLY   260320C01030000,LLY US 03/20/26 C1030 EQUITY,OP
HRQP,,,LLY,,-13,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1030.20260320,,LLY   260320C01030000,LLY US 03/20/26 C1030 EQUITY,OP
HRQA,,,LUG,,-96,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.LUG..C125.20260220,,LUG   260220C00125000,LUG CN 02/20/26 C125. Equity,OP
HRQA,,,LUG,,-101,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.LUG..C115.20260320,,LUG   260320C00115000,LUG CN 03/20/26 C115. Equity,OP
