FundID,ISIN,CUSIP,Ticker,SEDOL,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE,Basket Shares
HRTG,US0084921008,008492100,ADC,2062161,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ADC,,,,,0.0
HRTF,CA0084741085,8474108,AEM,2009823,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AEM,,,,,0.0
HRQM,CA0084741085,8474108,AEM,2009823,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AEM,,,,,0.0
HRQN,CA0084741085,8474108,AEM,2009823,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AEM,,,,,0.0
HRQ3,CA0084741085,8474108,AEM,2009823,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AEM,,,,,0.0
HRQ1,CA0084741085,8474108,AEM,2009823,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AEM,,,,,0.0
HRTF,CA0115321089,11532108,AGI,BZ3DNP6,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AGI,,,,,0.0
HRTY,US0116591092,011659109,ALK,2012605,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ALK,,,,,0.0
HRVG,US0116591092,011659109,ALK,2012605,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ALK,,,,,0.0
HRTJ,US47089W1045,47089W104,ALTS,BKFHHK4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ALTS,,,,,0.0
HR21,US0382221051,038222105,AMAT,2046552,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMAT,,,,,0.0
HRCL,US0382221051,038222105,AMAT,2046552,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMAT,,,,,0.0
HR21,US0079031078,007903107,AMD,2007849,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMD,,,,,0.0
HRQF,US0079031078,007903107,AMD,2007849,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMD,,,,,0.0
HRQP,US0079031078,007903107,AMD,2007849,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMD,,,,,0.0
HRRA,CA4175171095,417517109,AMDY,BTXWBC4,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AMDY,,,,,0.0
HRVP,US0311001004,031100100,AME,2089212,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AME,,,,,0.0
HRTH,US0311621009,031162100,AMGN,2023607,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMGN,,,,,0.0
HRRA,CA41751W1041,41751W104,AMHE,BQB3SF0,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AMHE,,,,,0.0
HRTG,US03027X1000,03027X100,AMT,B7FBFL2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMT,,,,,0.0
HRT9,US0231351067,023135106,AMZN,2000019,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMZN,,,,,0.0
HRQB,US0231351067,023135106,AMZN,2000019,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMZN,,,,,0.0
HRQD,US0231351067,023135106,AMZN,2000019,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMZN,,,,,0.0
HRQP,US0231351067,023135106,AMZN,2000019,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMZN,,,,,0.0
HRCL,US0231351067,023135106,AMZN,2000019,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AMZN,,,,,300.0
HRTX,ES0105563003,,ANE,BP7L895,EUR,N,ES,,,,,,,,,,,,,,,ST.ES.MA.ANE,,,,,0.0
HR21,US0404132054,040413205,ANET,BL9XPM3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ANET,,,,,0.0
HRT0,US03743Q1085,03743Q108,APA,BNNF1C1,USD,N,US,,,,,,,,,,,,,,,ST.US.US.APA,,,,,0.0
HRRA,CA41751Y1007,41751Y100,APLE,BN2TC76,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.APLE,,,,,0.0
HRTG,US0152711091,015271109,ARE,2009210,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ARE,,,,,0.0
HRTX,US04271T1007,04271T100,ARRY,BLBLMD5,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ARRY,,,,,0.0
HRQM,CA01626P1484,01626P148,ATD,BL56KN2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ATD,,,,,0.0
HRQN,CA01626P1484,01626P148,ATD,BL56KN2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ATD,,,,,0.0
HRTF,GB00BRXH2664,,AU,BRXH266,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AU,,,,,0.0
HR21,US11135F1012,11135F101,AVGO,BDZ78H9,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AVGO,,,,,0.0
HRT9,US11135F1012,11135F101,AVGO,BDZ78H9,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AVGO,,,,,0.0
HRQG,US11135F1012,11135F101,AVGO,BDZ78H9,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AVGO,,,,,0.0
HRQP,US11135F1012,11135F101,AVGO,BDZ78H9,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AVGO,,,,,0.0
HRCL,US11135F1012,11135F101,AVGO,BDZ78H9,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AVGO,,,,,0.0
HRRA,CA41757J1075,41757J107,AVGY,BTXWBK2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AVGY,,,,,0.0
HRTH,GB0009895292,G0593M107,AZN,B01DCL2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AZN,,,,,0.0
HRTP,US0605051046,060505104,BAC,2295677,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BAC,,,,,0.0
HRCL,US0605051046,060505104,BAC,2295677,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BAC,,,,,0.0
HRQA,CA1130041058,113004105,BAM,BPCPYH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BAM,,,,,0.0
HRTM,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRQA,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRQM,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRQN,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRQY,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRQ1,CA05534B7604,05534B760,BCE,B188TH2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BCE,,,,,0.0
HRTX,CA11285B1085,11285B108,BEPC,BSQLLY3,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BEPC,,,,,0.0
HRQA,CA11285B1085,11285B108,BEPC,BSQLLY3,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BEPC,,,,,0.0
HRTJ,CA09173B1076,09173B107,BITF,BGMG7B7,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BITF,,,,,0.0
HRTJ,US05759B3050,05759B305,BKKT,BMDLW29,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BKKT,,,,,0.0
HRTY,US09857L1089,09857L108,BKNG,BDRXDB4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BKNG,,,,,0.0
HRVG,US09857L1089,09857L108,BKNG,BDRXDB4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BKNG,,,,,0.0
HRQL,KYG169101204,,BLSH,BV6KVT6,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BLSH,,,,,0.0
HRTX,CA09950M3003,09950M300,BLX,2099084,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BLX,,,,,0.0
HRQA,CA0636711016,063671952,BMO,2076009,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BMO,,,,,0.0
HRQM,CA0636711016,063671952,BMO,2076009,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BMO,,,,,0.0
HRQN,CA0636711016,063671952,BMO,2076009,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BMO,,,,,0.0
HRCJ,CA0636711016,063671952,BMO,2076009,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BMO,,,,,0.0
HRTH,US1101221083,110122108,BMY,2126335,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BMY,,,,,0.0
HRQA,CA0641491075,064149958,BNS,2076281,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BNS,,,,,0.0
HRQM,CA0641491075,064149958,BNS,2076281,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BNS,,,,,0.0
HRQN,CA0641491075,064149958,BNS,2076281,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BNS,,,,,0.0
HRCJ,CA0641491075,064149958,BNS,2076281,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BNS,,,,,0.0
HRT0,US0556221044,055622104,BP,2142621,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BP,,,,,0.0
HRTH,US1011371077,101137107,BSX,2113434,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BSX,,,,,0.0
HRTM,GB0030913577,,BT,3091357,GBP,N,GB,,,,,,,,,,,,,,,ST.GB.L.BT.A,,,,,0.0
HRTJ,KYG1144A1058,,BTBT,BMH6DN8,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BTBT,,,,,0.0
HRTJ,US05581M4042,05581M404,BTCS,BKSH7V2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BTCS,,,,,0.0
HRTJ,KYG114481008,,BTDR,BNTCCT0,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BTDR,,,,,0.0
HRQL,KYG114481008,,BTDR,BNTCCT0,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BTDR,,,,,0.0
HRTF,CA11777Q2099,11777Q209,BTO,B29VFC4,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.BTO,,,,,0.0
HRTY,US1033041013,103304101,BYD,2117232,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BYD,,,,,0.0
HRVG,US1033041013,103304101,BYD,2117232,USD,N,US,,,,,,,,,,,,,,,ST.US.US.BYD,,,,,0.0
HRTP,US1729674242,172967424,C,2297907,USD,N,US,,,,,,,,,,,,,,,ST.US.US.C,,,,,0.0
HRTX,DK0061412772,,CADLR,BMYDHR4,NOK,N,NO,,,,,,,,,,,,,,,ST.NO.OL.CADLR,,,,,0.0
HRT9,US1491231015,149123101,CAT,2180201,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CAT,,,,,0.0
HRVP,US1491231015,149123101,CAT,2180201,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CAT,,,,,0.0
HRCL,US1491231015,149123101,CAT,2180201,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CAT,,,,,0.0
HRTG,US22822V1017,22822V101,CCI,BTGQCX1,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CCI,,,,,0.0
HRTY,PA1436583006,143658300,CCL,2523044,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CCL,,,,,0.0
HRVG,PA1436583006,143658300,CCL,2523044,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CCL,,,,,0.0
HRQ2,CA13321L1085,13321L108,CCO,2166160,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CCO,,,,,0.0
HRQ1,CA13321L1085,13321L108,CCO,2166160,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CCO,,,,,0.0
HRTJ,KYG594672027,,CD,BQMRYT7,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CD,,,,,0.0
HRTF,US1921085049,192108504,CDE,2208136,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CDE,,,,,0.0
HRTX,NZCENE0001S6,,CEN,6152529,NZD,N,NZ,,,,,,,,,,,,,,,ST.NZ.NZ.CEN,,,,,0.0
HRTP,US1746101054,174610105,CFG,BQRX1X3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CFG,,,,,0.0
HRTG,CA17039A1066,17039A106,CHP,BBX46Q3,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CHP.U,,,,,0.0
HRQA,CA17039A1066,17039A106,CHP,BBX46Q3,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CHP.U,,,,,0.0
HRTJ,US17253J1060,17253J106,CIFR,BMZ8604,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CIFR,,,,,0.0
HRQL,US17253J1060,17253J106,CIFR,BMZ8604,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CIFR,,,,,0.0
HRTG,SG1M77906915,,CLAR,6563875,SGD,N,SG,,,,,,,,,,,,,,,ST.SG.SI.CLAR,,,,,0.0
HRTJ,US18452B2097,18452B209,CLSK,BJDRX78,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CLSK,,,,,0.0
HRQL,US18452B2097,18452B209,CLSK,BJDRX78,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CLSK,,,,,0.0
HRQA,CA1360691010,136069101,CM,2170525,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CM,,,,,0.0
HRQM,CA1360691010,136069101,CM,2170525,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CM,,,,,0.0
HRQN,CA1360691010,136069101,CM,2170525,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CM,,,,,0.0
HRCJ,CA1360691010,136069101,CM,2170525,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CM,,,,,0.0
HRTM,US20030N1019,20030N101,CMCSA,2044545,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CMCSA,,,,,0.0
HRT0,CA1363851017,136385101,CNQ,2171573,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNQ,,,,,0.0
HRQA,CA1363851017,136385101,CNQ,2171573,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNQ,,,,,0.0
HRQ1,CA1363851017,136385101,CNQ,2171573,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNQ,,,,,0.0
HRQR,CA1363851017,136385101,CNQ,2171573,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNQ,,,,,0.0
HRQM,CA1363751027,136375961,CNR,2180632,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNR,,,,,0.0
HRQN,CA1363751027,136375961,CNR,2180632,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNR,,,,,0.0
HRRA,CA4179081001,417908100,CNYE,BTXWBG8,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CNYE,,,,,0.0
HRTJ,US19260Q1076,19260Q107,COIN,BMC9P69,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COIN,,,,,0.0
HRV2,US19260Q1076,19260Q107,COIN,BMC9P69,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COIN,,,,,0.0
HRQH,US19260Q1076,19260Q107,COIN,BMC9P69,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COIN,,,,,0.0
HRQL,US19260Q1076,19260Q107,COIN,BMC9P69,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COIN,,,,,0.0
HRQP,US19260Q1076,19260Q107,COIN,BMC9P69,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COIN,,,,,0.0
HRT0,US20825C1045,20825C104,COP,2685717,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COP,,,,,0.0
HRTJ,US21874A1060,21874A106,CORZ,BN70TG2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CORZ,,,,,0.0
HRQL,US21874A1060,21874A106,CORZ,BN70TG2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CORZ,,,,,0.0
HRV6,US22160K1051,22160K105,COST,2701271,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COST,,,,,0.0
HRQP,US22160K1051,22160K105,COST,2701271,USD,N,US,,,,,,,,,,,,,,,ST.US.US.COST,,,,,0.0
HRRA,CA4179141086,417914108,COSY,BTXWBD5,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.COSY,,,,,0.0
HRVP,CA13646K1084,13646K108,CP,BMBQR09,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CP,,,,,0.0
HRQM,CA13646K1084,13646K108,CP,BMBQR09,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CP,,,,,0.0
HRQN,CA13646K1084,13646K108,CP,BMBQR09,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CP,,,,,0.0
HRTY,PAP310761054,,CPA,B0TNJH9,USD,N,US,,,,,,,,,,,,,,,ST.US.N.CPA,,,,,0.0
HRVG,PAP310761054,,CPA,B0TNJH9,USD,N,US,,,,,,,,,,,,,,,ST.US.N.CPA,,,,,0.0
HRTJ,US1725731079,172573107,CRCL,BL6K237,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRCL,,,,,0.0
HRQP,US1725731079,172573107,CRCL,BL6K237,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRCL,,,,,0.0
HRQ5,US1725731079,172573107,CRCL,BL6K237,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRCL,,,,,0.0
HRRA,CA41757K1049,41757K104,CRCY,BR53SW0,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CRCY,,,,,0.0
HR21,US79466L3024,79466L302,CRM,2310525,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRM,,,,,0.0
HRQP,US22788C1053,22788C105,CRWD,BJJP138,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRWD,,,,,0.0
HRA8,US22788C1053,22788C105,CRWD,BJJP138,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CRWD,,,,,0.0
HRRA,CA4179321001,417932100,CRWY,BSSBSG2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CRWY,,,,,0.0
HR21,US17275R1023,17275R102,CSCO,2198163,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CSCO,,,,,0.0
HRT9,US17275R1023,17275R102,CSCO,2198163,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CSCO,,,,,0.0
HRTX,CA1366351098,136635109,CSIQ,B1GKCH1,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CSIQ,,,,,0.0
HRQM,CA21037X1006,21037X100,CSU,B15C4L6,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CSU,,,,,0.0
HRQN,CA21037X1006,21037X100,CSU,B15C4L6,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CSU,,,,,0.0
HRVJ,CA1350Z7EG56,1350Z7EG5,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260311,,,,,0.0
HRVJ,CA1350Z7DY71,1350Z7DY7,CTB,2897608,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260325,,,,,0.0
HRVJ,CA1350Z7EJ95,1350Z7EJ9,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260408,,,,,0.0
HRVJ,CA1350Z7D351,1350Z7D35,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260422,,,,,0.0
HRVJ,CA1350Z7EL42,1350Z7EL4,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260506,,,,,0.0
HRVJ,CA1350Z7D682,1350Z7D68,CTB,BTXQ9N3,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260520,,,,,0.0
HRCL,CA1350Z7EQ39,1350Z7EQ3,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260702,,,,,0.0
HRCJ,CA1350Z7EQ39,1350Z7EQ3,CTB,,CAD,N,CA,,,,,,,,,,,,,,,GB.CA.UN.CTB.0%20260702,,,,,0.0
HRQA,CA1367178326,136717832,CU,2172639,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CU,,,,,0.0
HRQA,CA15135U1093,15135U109,CVE,B57FG04,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.CVE,,,,,0.0
HRT0,US1667641005,166764100,CVX,2838555,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CVX,,,,,0.0
HRTY,US12769G1004,12769G100,CZR,BMWWGB0,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CZR,,,,,0.0
HRVG,US12769G1004,12769G100,CZR,BMWWGB0,USD,N,US,,,,,,,,,,,,,,,ST.US.US.CZR,,,,,0.0
HRTM,US25746U1097,25746U109,D,2542049,USD,N,US,,,,,,,,,,,,,,,ST.US.US.D,,,,,0.0
HRTY,US2473617023,247361702,DAL,B1W9D46,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DAL,,,,,0.0
HRVG,US2473617023,247361702,DAL,B1W9D46,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DAL,,,,,0.0
HRVP,US2473617023,247361702,DAL,B1W9D46,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DAL,,,,,0.0
HRVP,US2441991054,244199105,DE,2261203,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DE,,,,,0.0
HRTJ,CA2449161025,244916102,DEFI,BRF2JC4,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DEFI,,,,,0.0
HRTJ,US47100L3015,47100L301,DFDV,BT6QHB4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DFDV,,,,,0.0
HRTJ,CA25380B1022,25380B102,DGX,BMHDHM6,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DGX,,,,,0.0
HRTH,US2358511028,235851102,DHR,2250870,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DHR,,,,,0.0
HRTG,US2538681030,253868103,DLR,B03GQS4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DLR,,,,,0.0
HRTJ,CA23345B2003,23345B200,DMGI,BFY8PD2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DMGI,,,,,0.0
HRTG,US42250P1030,42250P103,DOC,BJBLRK3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DOC,,,,,0.0
HRQM,CA25675T1075,25675T107,DOL,B4TP9G2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DOL,,,,,0.0
HRQN,CA25675T1075,25675T107,DOL,B4TP9G2,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DOL,,,,,0.0
HRTF,CA26139R1091,26139R109,DPM,BPCR7W4,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DPM,,,,,0.0
HRTX,US23703Q2030,23703Q203,DQ,B953PM3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.DQ,,,,,0.0
HRTX,GB00B1VNSX38,,DRX,B1VNSX3,GBP,N,GB,,,,,,,,,,,,,,,ST.GB.L.DRX,,,,,0.0
HRQM,CA2499061083,249906108,DSG,2141941,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DSG,,,,,0.0
HRQN,CA2499061083,249906108,DSG,2141941,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.DSG,,,,,0.0
HRTM,DE0005557508,,DTE,5842359,EUR,N,DE,,,,,,,,,,,,,,,ST.DE.UN.DTE,,,,,0.0
HRT0,US26874R1086,26874R108,E,2297435,USD,N,US,,,,,,,,,,,,,,,ST.US.US.E,,,,,0.0
HRTX,ES0127797019,,EDPR,B39GNW2,EUR,N,PT,,,,,,,,,,,,,,,ST.PT.LS.EDPR,,,,,0.0
HRTF,GB00BL6K5J42,,EDV,BL6K5J4,GBP,N,GB,,,,,,,,,,,,,,,ST.GB.L.EDV,,,,,0.0
HRAS,US9219107094,921910709,EDV,B29XS10,USD,N,US,,,,,,,,,,,,,,,ST.US.US.EDV,,,,,0.0
HRTM,US2810201077,281020107,EIX,2829515,USD,N,US,,,,,,,,,,,,,,,ST.US.US.EIX,,,,,0.0
HRTF,CA2849025093,284902509,ELD,BHZJ5Y9,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ELD,,,,,0.0
HRTH,US0367521038,036752103,ELV,BSPHGL4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ELV,,,,,0.0
HRTM,CA2908761018,290876101,EMA,2650050,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.EMA,,,,,0.0
HRQA,CA2908761018,290876101,EMA,2650050,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.EMA,,,,,0.0
HRQM,CA2908761018,290876101,EMA,2650050,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.EMA,,,,,0.0
HRQN,CA2908761018,290876101,EMA,2650050,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.EMA,,,,,0.0
HRT0,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRTM,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRQA,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRQM,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRQN,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRQ1,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRQS,CA29250N1050,29250N956,ENB,2466149,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ENB,,,,,0.0
HRTX,US29355A1079,29355A107,ENPH,B65SQW4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ENPH,,,,,0.0
HRTX,US29275Y1029,29275Y102,ENS,B020GQ5,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ENS,,,,,0.0
HRT0,US26875P1012,26875P101,EOG,2318024,USD,N,US,,,,,,,,,,,,,,,ST.US.US.EOG,,,,,0.0
HRTX,US29415C1018,29415C101,EOSE,BN7KCQ3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.EOSE,,,,,0.0
HRT0,US29446M1027,29446M102,EQNR,BF4K3J0,USD,N,US,,,,,,,,,,,,,,,ST.US.US.EQNR,,,,,0.0
HRTF,CA29446Y5020,29446Y502,EQX,BKLNP13,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.EQX,,,,,0.0
HRTX,IT0001157020,,ERG,5337093,EUR,N,IT,,,,,,,,,,,,,,,ST.IT.MI.ERG,,,,,0.0
HRTM,US30040W1080,30040W108,ES,BVVN4Q8,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ES,,,,,0.0
HRVP,IE00B8KQN827,,ETN,B8KQN82,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ETN,,,,,0.0
